<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20220103,16:00:00,84.4135000,84.4815000,84.2860000,84.4732000,933
20220103,16:05:00,84.4815000,84.4900000,84.3200000,84.4893000,618
20220103,16:10:00,84.4900000,84.4985000,84.3200000,84.4850000,627
20220103,16:15:00,84.4900000,84.5325000,84.4470000,84.5240000,756
20220103,16:20:00,84.5292000,84.5325000,84.3540000,84.5155000,718
20220103,16:25:00,84.5155000,84.5240000,84.3200000,84.4815000,763
20220103,16:30:00,84.4799000,84.5363000,84.4392000,84.5240000,923
20220103,16:35:00,84.5240000,84.5410000,84.3880000,84.5410000,824
20220103,16:40:00,84.5410000,84.5705000,84.3880000,84.5495000,932
20220103,16:45:00,84.5495000,84.5750000,84.3880000,84.5240000,784
20220103,16:50:00,84.5240000,84.5410000,84.3540000,84.4730000,694
20220103,16:55:00,84.4730000,84.5121000,84.3540000,84.4850000,603
20220103,17:00:00,84.4825000,84.4968000,84.3540000,84.4730000,611
20220103,17:05:00,84.4730000,84.5001000,84.3200000,84.4560000,838
20220103,17:10:00,84.4560000,84.4628000,84.2860000,84.4305000,722
20220103,17:15:00,84.4305000,84.4815000,84.3200000,84.4400000,742
20220103,17:20:00,84.4400000,84.5155000,84.3540000,84.4730000,903
20220103,17:25:00,84.4675000,84.4843000,84.3200000,84.4645000,1213
20220103,17:30:00,84.4645000,84.4730000,84.2860000,84.4357000,980
20220103,17:35:00,84.3924000,84.4645000,84.2180000,84.3710000,1379
20220103,17:40:00,84.3710000,84.3965000,84.2180000,84.3880000,1246
20220103,17:45:00,84.3880000,84.4050000,84.2520000,84.3778000,988
20220103,17:50:00,84.2690000,84.4560000,84.2605000,84.4220000,1163
20220103,17:55:00,84.4220000,84.4390000,84.1500000,84.2945000,1650
20220103,18:00:00,84.2945000,84.3540000,84.1500000,84.3370000,1548
20220103,18:05:00,84.3370000,84.4021000,84.1840000,84.3795000,1638
20220103,18:10:00,84.3795000,84.4475000,84.2520000,84.4135000,1131
20220103,18:15:00,84.4135000,84.4305000,84.2180000,84.3540000,1137
20220103,18:20:00,84.3540000,84.4252000,84.2180000,84.4135000,1122
20220103,18:25:00,84.4135000,84.4336000,84.2520000,84.3880000,1051
20220103,18:30:00,84.3880000,84.3890000,84.1840000,84.3625000,1131
20220103,18:35:00,84.3625000,84.4135000,84.2180000,84.4050000,1026
20220103,18:40:00,84.4050000,84.4390000,84.2860000,84.4305000,894
20220103,18:45:00,84.4305000,84.4475000,84.2860000,84.4390000,900
20220103,18:50:00,84.4390000,84.4990000,84.2860000,84.4413000,55
20220103,18:55:00,84.4749000,84.4998000,84.4037000,84.4131000,31
20220103,19:00:00,84.4460000,84.4469000,84.3928000,84.3951000,30
20220103,19:05:00,84.4264000,84.4646000,84.3289000,84.3642000,29
20220103,19:10:00,84.3163000,84.3546000,84.2702000,84.3439000,31
20220103,19:15:00,84.2879000,84.3850000,84.2822000,84.3597000,30
20220103,19:20:00,84.3310000,84.4010000,84.3148000,84.3692000,31
20220103,19:25:00,84.3659000,84.3961000,84.3191000,84.3653000,31
20220103,19:30:00,84.3608000,84.3682000,84.2475000,84.2602000,30
20220103,19:35:00,84.2979000,84.3418000,84.2575000,84.2997000,30
20220103,19:40:00,84.3391000,84.3917000,84.2950000,84.3917000,31
20220103,19:45:00,84.3829000,84.3829000,84.2552000,84.3033000,31
20220103,19:50:00,84.2879000,84.2921000,84.2336000,84.2369000,30
20220103,19:55:00,84.2890000,84.3001000,84.1371000,84.1371000,30
20220103,20:00:00,84.1719000,84.1964000,84.1230000,84.1889000,31
20220103,20:05:00,84.1693000,84.1921000,84.1218000,84.1218000,30
20220103,20:10:00,84.1575000,84.1811000,84.1073000,84.1335000,31
20220103,20:15:00,84.1783000,84.1902000,84.1301000,84.1761000,31
20220103,20:20:00,84.1724000,84.1752000,84.1130000,84.1188000,30
20220103,20:25:00,84.1279000,84.1502000,84.0804000,84.1033000,31
20220103,20:30:00,84.1296000,84.1360000,84.0631000,84.0804000,31
20220103,20:35:00,84.1195000,84.1320000,84.0713000,84.1206000,29
20220103,20:40:00,84.0811000,84.1280000,84.0566000,84.1260000,172
20220103,20:45:00,84.1260000,84.1460000,84.0792000,84.1290000,496
20220103,20:50:00,84.1290000,84.1320000,84.0486000,84.0950000,497
20220103,20:55:00,84.0940000,84.1070000,84.0391000,84.0900000,621
20220103,21:00:00,84.0910000,84.1330000,84.0253000,84.1200000,667
20220103,21:05:00,84.1190000,84.1530000,84.0708000,84.1340000,1132
20220103,21:10:00,84.1350000,84.1400000,84.0830000,84.1240000,574
20220103,21:15:00,84.1240000,84.1450000,84.0824000,84.1390000,764
20220103,21:20:00,84.1400000,84.1610000,84.0963000,84.1550000,508
20220103,21:25:00,84.1560000,84.1780000,84.0978000,84.1699000,899
20220103,21:30:00,84.1770000,84.2100000,84.1337000,84.1860000,824
20220103,21:35:00,84.1860000,84.2140000,84.1457000,84.2110000,415
20220103,21:40:00,84.2110000,84.2320000,84.1647000,84.2246000,804
20220103,21:45:00,84.2270000,84.2450000,84.1833000,84.2380000,636
20220103,21:50:00,84.2380000,84.2430000,84.1822000,84.2320000,706
20220103,21:55:00,84.2330000,84.2490000,84.1947000,84.2370000,485
20220103,22:00:00,84.2350000,84.2490000,84.1880000,84.2300000,618
20220103,22:05:00,84.2300000,84.2420000,84.1859000,84.2330000,681
20220103,22:10:00,84.2340000,84.2420000,84.1849000,84.2347000,523
20220103,22:15:00,84.2420000,84.2570000,84.1963000,84.2480000,557
20220103,22:20:00,84.2490000,84.2590000,84.1988000,84.2370000,801
20220103,22:25:00,84.2380000,84.2420000,84.1645000,84.2150000,848
20220103,22:30:00,84.2140000,84.2450000,84.1757000,84.2430000,582
20220103,22:35:00,84.2440000,84.2560000,84.1906000,84.2440000,788
20220103,22:40:00,84.2440000,84.2440000,84.1757000,84.2100000,611
20220103,22:45:00,84.2100000,84.2130000,84.1408000,84.1850000,764
20220103,22:50:00,84.1850000,84.2000000,84.1386000,84.1910000,541
20220103,22:55:00,84.1900000,84.2110000,84.1510000,84.2100000,744
20220103,23:00:00,84.2110000,84.2200000,84.1528000,84.1850000,1224
20220103,23:05:00,84.1840000,84.2120000,84.1433000,84.2050000,1013
20220103,23:10:00,84.2050000,84.2070000,84.1546000,84.1980000,364
20220103,23:15:00,84.1980000,84.2100000,84.1454000,84.2000000,448
20220103,23:20:00,84.1990000,84.2220000,84.1509000,84.2000000,581
20220103,23:25:00,84.2000000,84.2240000,84.1537000,84.1537000,567
20220103,23:30:00,84.2000000,84.2340000,84.1492000,84.2130000,628
20220103,23:35:00,84.1703000,84.2209000,84.1703000,84.2182000,21
20220103,23:40:00,84.1757000,84.2091000,84.1619000,84.2009000,21
20220103,23:45:00,84.1599000,84.2198000,84.1599000,84.1693000,20
20220103,23:50:00,84.1962000,84.2095000,84.1631000,84.1868000,21
20220103,23:55:00,84.1099000,84.1330000,84.1093000,84.1170000,21
20220104,00:00:00,84.1052000,84.1430000,84.0880000,84.0969000,20
20220104,00:05:00,84.1093000,84.1500000,84.0154000,84.0154000,21
20220104,00:10:00,84.0107000,84.0676000,83.9968000,84.0056000,21
20220104,00:15:00,84.0715000,84.1350000,83.9930000,84.0040000,19
20220104,00:20:00,83.9959000,84.1320000,83.9757000,84.0028000,21
20220104,00:25:00,84.0036000,84.0359000,83.9932000,84.0032000,21
20220104,00:30:00,84.0173000,84.0225000,83.9895000,83.9984000,20
20220104,00:35:00,84.0041000,84.1350000,84.0041000,84.0062000,12
20220104,00:40:00,84.0064000,84.1990000,84.0064000,84.1919000,20
20220104,00:45:00,84.1832000,84.2140000,84.1832000,84.1876000,20
20220104,00:50:00,84.1994000,84.2550000,84.1894000,84.1929000,21
20220104,00:55:00,84.1823000,84.1880000,84.1652000,84.1815000,19
20220104,01:00:00,84.1800000,84.2820000,84.1526000,84.1529000,16
20220104,01:05:00,84.1050000,84.1050000,84.1050000,84.1050000,1
20220104,01:10:00,83.7550000,83.7550000,83.7550000,83.7550000,1
20220104,01:15:00,84.0500000,84.0500000,84.0500000,84.0500000,1
20220104,01:20:00,84.1420000,84.1420000,84.1420000,84.1420000,1
20220104,01:25:00,84.1380000,84.1380000,84.1380000,84.1380000,1
20220104,01:30:00,84.1340000,84.1340000,84.1340000,84.1340000,1
20220104,01:35:00,83.9954000,84.1730000,83.9954000,84.0088000,11
20220104,01:40:00,84.0028000,84.1700000,83.9954000,83.9976000,11
20220104,01:45:00,83.9954000,84.1490000,83.9954000,83.9954000,11
20220104,01:50:00,84.0635000,84.1160000,84.0629000,84.0718000,11
20220104,01:55:00,84.0638000,84.1150000,84.0638000,84.0653000,11
20220104,02:00:00,84.0675000,84.1110000,84.0638000,84.0653000,10
20220104,02:05:00,84.0653000,84.1880000,84.0653000,84.0727000,11
20220104,02:10:00,84.1970000,84.1970000,84.1970000,84.1970000,1
20220104,02:15:00,84.1940000,84.1940000,84.1940000,84.1940000,1
20220104,02:20:00,84.2020000,84.2020000,84.2020000,84.2020000,1
20220104,02:25:00,84.2100000,84.2100000,84.2100000,84.2100000,1
20220104,02:30:00,84.2120000,84.2120000,84.2120000,84.2120000,1
20220104,02:35:00,84.2250000,84.2250000,84.2250000,84.2250000,1
20220104,02:40:00,84.2250000,84.2250000,84.2250000,84.2250000,1
20220104,02:45:00,84.2060000,84.2060000,84.2060000,84.2060000,1
20220104,02:50:00,84.2530000,84.2530000,84.2530000,84.2530000,1
20220104,02:55:00,84.2450000,84.2450000,84.2450000,84.2450000,1
20220104,03:00:00,83.7870000,83.7870000,83.7870000,83.7870000,1
20220104,03:05:00,84.1480000,84.1480000,84.1480000,84.1480000,1
20220104,03:10:00,84.2490000,84.2490000,84.2490000,84.2490000,1
20220104,03:15:00,84.2650000,84.2650000,84.2650000,84.2650000,1
20220104,03:20:00,84.2570000,84.2570000,84.2570000,84.2570000,1
20220104,03:25:00,84.2550000,84.2550000,84.2550000,84.2550000,1
20220104,03:30:00,84.2490000,84.2490000,84.2490000,84.2490000,1
20220104,03:35:00,84.2040000,84.2040000,84.2040000,84.2040000,1
20220104,03:40:00,84.2120000,84.2120000,84.2120000,84.2120000,1
20220104,03:45:00,84.2140000,84.2140000,84.2140000,84.2140000,1
20220104,03:50:00,84.2080000,84.2080000,84.2080000,84.2080000,1
20220104,03:55:00,84.2070000,84.2070000,84.2070000,84.2070000,1
20220104,04:00:00,84.2170000,84.2170000,84.2170000,84.2170000,1
20220104,04:05:00,84.2190000,84.2190000,84.2190000,84.2190000,1
20220104,04:10:00,84.2170000,84.2170000,84.2170000,84.2170000,1
20220104,04:15:00,84.2350000,84.2350000,84.2350000,84.2350000,1
20220104,04:20:00,84.2320000,84.2320000,84.2320000,84.2320000,1
20220104,04:25:00,84.2300000,84.2300000,84.2300000,84.2300000,1
20220104,04:30:00,84.2200000,84.2200000,84.2200000,84.2200000,1
20220104,04:35:00,84.2140000,84.2140000,84.2140000,84.2140000,1
20220104,04:40:00,84.2130000,84.2130000,84.2130000,84.2130000,1
20220104,04:45:00,84.2050000,84.2050000,84.2050000,84.2050000,1
20220104,04:50:00,84.1960000,84.1960000,84.1960000,84.1960000,1
20220104,04:55:00,84.2190000,84.2190000,84.2190000,84.2190000,1
20220104,05:00:00,84.2170000,84.2170000,84.2170000,84.2170000,1
20220104,05:05:00,84.2090000,84.2090000,84.2090000,84.2090000,1
20220104,05:10:00,84.2000000,84.2000000,84.2000000,84.2000000,1
20220104,05:15:00,84.2040000,84.2040000,84.2040000,84.2040000,1
20220104,05:20:00,84.1950000,84.1950000,84.1950000,84.1950000,1
20220104,05:25:00,84.2120000,84.2120000,84.2120000,84.2120000,1
20220104,05:30:00,84.2180000,84.2180000,84.2180000,84.2180000,1
20220104,05:35:00,84.2230000,84.2230000,84.2230000,84.2230000,1
20220104,05:40:00,84.2280000,84.2280000,84.2280000,84.2280000,1
20220104,05:45:00,84.2360000,84.2360000,84.2360000,84.2360000,1
20220104,05:50:00,84.2280000,84.2280000,84.2280000,84.2280000,1
20220104,05:55:00,84.2340000,84.2340000,84.2340000,84.2340000,1
20220104,06:00:00,84.1720000,84.1720000,84.1720000,84.1720000,1
20220104,06:05:00,84.2080000,84.2080000,84.2080000,84.2080000,1
